Company Name,Ticker,Market Cap (mil),Exchange,Month of Fiscal Yr End,Sector,Industry,Optionable,Shares Outstanding (mil),Last Close,Last Yr`s EPS (F0) Before NRI,Last Reported Fiscal Yr  (yyyymm),F1 Consensus Est.,F2 Consensus Est.,Beta,Current Assets  ($mil),Intangibles ($mil),Inventory ($mil),Receivables ($mil),Current Liabilities ($mil),Long Term Debt ($mil),Preferred Equity ($mil),Common Equity ($mil),Book Value,Debt/Total Capital,Debt/Equity Ratio,Current Ratio,Quick Ratio,Cash Ratio,S&P 500 - ETF,Avg Volume,52 Week High,52 Week Low,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),% Price Change (YTD),12 Mo Trailing EPS,Last Qtr EPS,Last EPS Report Date (yyyymmdd),Next EPS Report Date  (yyyymmdd),Last Reported Qtr (yyyymm),Actual EPS used in Surprise ($/sh),Avg EPS Surprise (Last 4 Qtrs),Previous EPS Surprise (%),Last EPS Surprise (%),Average Target Price,% Rating Downgrades ,% Rating Upgrades ,% Rating Hold,# Rating Downgrades ,# Rating Upgrades,Change in Avg Rec ,Rank in Industry (of ABR),Industry Rank (of ABR),% Rating Change - 4 Weeks,% Rating Strong Sell or Sell,# Rating Strong Sell or Sell,# Rating Hold,% Rating Strong Buy or Buy,# Rating Strong Buy or Buy,# of Brokers in Rating,Current Avg Broker Rec,P/E (F1),% Change F1 Est. (4 weeks),Div. Yield %,Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),% Change Q0 Est. (4 weeks),% Change Q1 Est. (4 weeks),% Change Q2 Est. (4 weeks),% Change LT Growth Est. (4 weeks),% Change F2 Est. (4 weeks),Q0 Consensus Est. (last completed fiscal Qtr),# of Analysts in Q0 Consensus,Q1 Consensus Est.,# of Analysts in Q1 Consensus,Q2 Consensus Est. (next fiscal Qtr),St. Dev. Q1 / Q1 Consensus,# of Analysts in Q2 Consensus,F0 Consensus Est.,St. Dev. Q2 / Q2 Consensus,# of Analysts in F0 Consensus,# of Analysts in F1 Consensus,St. Dev. F1 / F1 Consensus,# of Analysts in F2 Consensus,5 Yr. Hist. EPS Growth,Long-Term Growth Consensus Est.,% Change EPS (F(-1)/F(-2)),Last Yr`s Growth F(0)/F(-1),This Yr`s Est.d Growth (F(1)/F(0)),% Ratio of Q1/Q0,% Ratio of Q1/prior Yr Q1 Actual Q(-3),Sales Growth F(0)/F(-1),5 Yr Historical Sales Growth,F(1) Consensus Sales Est. ($mil),Q(1) Consensus Sales Est. ($mil),P/E (Trailing 12 Months),P/E (F2),PEG Ratio,Price/Cash Flow,Price/Book,Price/Sales,Current ROE (TTM),Current ROI (TTM),ROI (5 Yr Avg),Current ROA (TTM),ROA (5 Yr Avg),Market Value/# Analysts,Annual Sales ($mil),Cost of Goods Sold ($mil),EBITDA ($mil),EBIT ($mil),Pretax Income ($mil),Net Income  ($mil),Cash Flow ($mil),Net Income Growth F(0)/F(-1),12 Mo. Net Income Current/Last %,12 Mo. Net Income Current-1Q/Last-1Q %,5 Yr Div. Yield %,5 Yr Hist. Div. Growth %,Dividend ,Net Margin %,Operating Margin 12 Mo %,Turnover,Inventory Turnover,Asset Utilization
Enact Holdings,ACT,5224.74,NSDQ,12,Finance,Insurance - Multi line,YES,151.88,34.4,4.56,202412,4.43,4.61,0.63,705.42498,0,0,102.62599,639.39501,743.04998,0,4996.09619,32.53,12.94699,0.14872,1.1,1.1,0.94276,NO,219891,36.99,29.28,1.27,1.3,6.44,6.24,4.56,1.09,20250204,20250507,202412,1.09,10.35,14.85,-1.8,38.6,0,0,50,0,0,0,24,149,0,0,0,3,50,3,6,2.17,7.77,0.11,2.15,66.41,11.76,0,0,0,17.45,0.55,1.11,2,1.1,2,1.11,0.01,1,4.64,,1,2,0.00479,2,1.81,4.24,3.39,9.09,-2.96,100.46,105.29,4.17,3.34,1257.61999,311.82,7.54,7.46,1.83,7.38,1.06,4.35,14.68,12.74,13.531,11.15,11.51299,2612.3706,1201.77,251.96699,926.56701,929.21801,878.06097,688.06799,715.74499,3.38942,3.39,4.69763,1.88,16.61,0.74,57.25,59.04,12.68999,,0.18652
,ACWI,18830.88,NSDQ,12,Finance,Financial - Investment Funds,YES,162,116.24,,202412,,,0.94,,,,,,,,,,,,,,,NO,2848749,124.13,104.54,-1.68,-2.87,-0.88,-1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72,59.72,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,5.68279,2,,,,,
Adobe,ADBE,164389.61,NSDQ,11,Computer and Technology,Computer - Software,YES,426.2,385.71,18.42,202411,20.42,22.99,1.37,11232,13570,0,2072,10521,4129,0,14105,30.73,31.974,0.47002,1.18,1.07,0.87063,YES,4519937,586.55,377.84,-1,-11.78,-12.54,-13.26,19.02,5.08,20250312,20250612,202502,4.28,2.53,3.22,2.21,540.58,0,0,34.29,0,0,-0.06,27,75,3.07,2.86,1,12,62.86,22,35,1.8,18.89,0.12,0,3.77,-7.97,0,0.03,-0.31,0.75,-0.17,4.97,13,4.97,13,5.1,0,10,18.28,0.01,14,14,0.00272,13,14.22,12.5,40.62,14.62,10.84,97.93,111.04,10.8,13.23,23481.25976,5794.3789,20.28,16.78,1.51,22.48,12.55,7.46,49.6,37.36,30.128,23.39,20.08799,11742.11523,21505,2358,7957,7100,6931,5560,9138,2.43183,40.62,2.43183,0,,0,30.64,38.38,11.81799,,0.73443
Agree Realty,ADC,8226.46,NYSE,12,Finance,REIT and Equity Trust - Retail,YES,107.35,76.63,4.14,202412,4.27,4.49,0.64,112.815,864.93701,0,106.416,144.115,2785.42089,175,5335.66113,51.54,33.575,0.52203,0.78,0.78,0.0444,NO,1429038,77.65,54.9,0.49,3.99,9.88,8.77,4.14,1.04,20250211,20250422,202412,1.03999,0.98,0,0.97,80.16,0,0,20,0,0,0,3,146,6.35,0,0,4,80,16,20,1.48,17.95,-0.23,3.96,95.52,11.45,0.04,-0.39,-0.27,13.35,0.49,1.03,8,1.05,8,1.06,0.01,7,4.13,0.01,7,8,0.0067,8,6.55,6.71,11.32,4.81,3.12,100.82,101.8,14.81,27.55,689.341,166.00399,18.51,17.08,2.67,18.21,1.49,13.33,3.7,2.38,2.6935,2.33,2.61719,1028.30749,617.09,74.84899,545.28198,298.73599,189.832,189.197,435.74301,11.3192,11.32,15.14764,4.12,5.75509,3.04,30.66,30.66,6.31659,,0.07585
Adidas,ADDYY,42858.9,OTC,12,Consumer Discretionary,Shoes and Retail Apparel ,NO,357.1,120.02,2.3,202412,4.13,6,1.18,12881.32031,1840.65197,5398.59716,2720.39892,10380.58007,2072.22094,0,6348.68115,17.78,24.60799,0.3264,1.24,0.72,0.45877,NO,41282,136.82,103.95,-0.49,-5.27,-0.9,-1.44,2.31,-0.14,20250305,20250429,202412,-0.14001,-54.35,22.94,-200,140,0,0,46.67,0,0,0,5,192,0,0,0,7,53.33,8,15,2,29.03,1.57,0.2,48.89,1.45,0,7.78,-2.77,,2.66,0.14,1,1.14,4,1.05,0.06,2,2.27,0.05,4,5,0.05799,5,-22.99,47.34,1189.06,738.89,79.74,-816.07,219.71,10.53,0.09,27953.20312,6592.21484,51.96,20.01,0.61,20.17,6.75,1.67,13.85,9.77,6.76389,3.89,2.96099,8571.77929,25630,12615.12011,2863.23706,1556.06005,1213.03405,826.72399,2125.3291,1118.47167,1189.06,344.55648,0.69,-39.204,0.24,3.26,3.23,8.3057,2.51379,1.20609
Analog Devices,ADI,99968.92,NSDQ,10,Computer and Technology,Semiconductor - Analog and Mixed,YES,495.98,201.56,6.38,202410,7.11,8.61,1.07,5484.6538,36495.23828,1447.68701,1336.33105,2988.28002,6634.31298,0,35176.32031,70.71,15.876,0.18872,1.93,1.35,0.90374,YES,3622520,243.82,183.36,-2.11,-9.96,-4.63,-5.13,6.28,1.63,20250219,20250528,202501,1.62999,6.03,1.83,5.84,264.32,0,0,29.03,0,0,0,4,76,-1.68,0,0,9,70.97,22,31,1.61,28.34,-0.04,1.96,30.1,1.6,-0.3,0.05,-0.25,2.41,0.19,1.54,11,1.69,11,1.8,0.01,9,6.34,0.02,13,13,0.02343,11,11.79,12.03,-44.46,-36.77,11.47,103.42,120.41,-23.39,17.73,10272.32714,2502.27197,32.1,23.41,2.36,18.93,2.85,10.71,8.91,7.5,10.838,6.47,8.9476,7689.91699,9427.16,4045.81396,4203.88281,2099.56689,1777.33996,1635.27294,5285.5498,-50.66424,-44.46,-50.66424,1.85,11.06799,3.96,16.75,33.56,8.0142,2.74469,0.19284
Archer Daniels Midland,ADM,22963.57,NYSE,12,Consumer Staples,Agriculture - Operations,YES,479.71,47.87,4.74,202412,4.24,4.83,0.67,27718,6769,11572,3708,19938,7580,0,22178,46.35,26.1,0.34178,1.39,0.81,0.62383,YES,6661048,65.72,45.22,2.9,2.75,-4.68,-5.25,4.72,1.14,20250204,20250429,202412,1.13999,-3.77,-13.49,6.54,48.8,0,0,72.73,0,0,0,13,90,-1.93,27.27,3,8,0,0,11,3.36,11.28,-1.35,4.26,12.93,-1.27,7.61,0,0,0,-0.49,1.07,3,0.7,4,1.05,0.15,3,4.71,0.14,5,5,0.0456,5,12.68,7.27,-48.32,-32.09,-10.51,61.84,48.29,-8.95,9.15,88427.27343,20741.07617,10.14,9.92,1.55,6.58,1.03,0.27,10.44,7.64,10.07499,4.39,5.76459,4592.71484,85530,79752,4102,2961,2255,1800,3480,-48.32042,-48.32,-54.33071,2.69,8.55309,2.04,2.1,2.73,21.332,7.18569,1.60619
ADMA Biologics,ADMA,4789.26,NSDQ,12,Medical,Medical - Biomedical and Genetics,YES,236.39,20.26,0.49,202412,0.71,0.93,0.6,331.41,3.99,170.235,49.999,55.54199,80.898,0,349.018,1.48,18.81699,0.23178,5.97,2.9,2.00165,NO,3653743,22.62,5.98,3.1,31.22,12.74,18.13,0.5,0.14,20250303,20250508,202412,0.14,32.8,15.38,-6.67,27.33,0,0,0,0,0,0,109,21,0,0,0,0,100,3,3,1,28.53,3.65,0,85.82,22.16,,6.67,0,,6.9,0.15,1,0.16,1,0.16,,1,0.51,,2,2,0.03983,1,,,800.02,,44.9,114.29,200,65.15,75.69,495.79998,119.09999,40.52,21.78,,37.4,13.72,11.23,51.67,34.19,-17.834,29.68,-16.08201,2394.63061,426.45,206.901,148.49699,139.64399,125.71399,197.673,128.07099,800,800.02,398.47988,0,,0,46.35,27.96,9.4834,1.18299,1.0618
Automatic Data Processing,ADP,122575.28,NSDQ,6,Computer and Technology,Internet - Software,YES,407.46,300.83,9.18,202406,9.93,10.82,0.76,45542.5,3689.60009,0,3428.19995,45080,2991.30004,0,4547.60009,12.46,36.997,0.58722,1,1.01,0.93421,YES,2177659,318.64,233.44,1.12,-3.36,3.86,2.77,9.65,2.35,20250129,20250507,202412,2.34999,3.69,5.91,3.52,311.2,0,0,77.78,0,0,0,160,116,0,5.56,1,14,16.67,3,18,2.78,30.31,0,2.05,79.1,7.79,0.71,0,0,0,0,2.27,8,2.96,8,2.29,0.02,6,9.16,0.03,8,9,0.00225,9,12.54,8.65,10.57,11.54,8.13,126.14,102.92,6.61,7.66,20419.72851,5493.41699,31.17,27.8,3.5,22.92,24.14,6.16,80.86,50.24,43.823,6.83,5.84499,13619.47558,19202.6,10476.70019,6820.60009,5233.70019,4872.2998,3752,5371.3999,9.96483,10.57,10.21103,2.1,12.71599,6.16,19.76,19.91,5.8074,,0.34294
Ahold,ADRNY,34659.09,OTC,12,Consumer Staples,Consumer Products - Staples,NO,929.95,37.27,2.75,202412,2.84,2.98,0.52,15718.58007,14521.78027,5190.833,3047.19409,18824.21093,5599.86816,0,16722.76953,17.98,25.086,0.33486,0.84,0.56,0.39738,NO,152145,37.46,28.39,0.65,5.67,14.47,14.36,2.76,0.74,20250212,20250514,202412,0.74,,,,40.8,0,0,50,0,0,-0.33,27,174,11.11,16.67,1,3,33.33,2,6,2.67,13.14,0,2.32,97.91,16.4,,,,0,0,,,,,,,,2.62,,3,3,0.0528,2,3.73,6.84,-5.8,0,3.15,,,0.8,4.39,97799.14843,,13.5,12.49,1.92,5.27,2.07,0.36,15.69,11.52,12.625,4.69,5.1153,11553.02832,96702.05,70932.72656,7239.24902,3228.98608,2404.42602,1908.82397,6575.10302,-5.88721,-5.8,-15.95856,2.85,2.6235,0.87,1.97,2.65,34.29,13.93299,1.76919
Andritz,ADRZY,6266,OTC,12,Industrial Products,Industrial Services,NO,520,12.05,1.09,202412,1.17,1.33,0.97,5939.32177,1082.42504,1257.833,1299.927,5079.91796,560.74401,0,2467.18798,4.74,18.51899,0.22728,1.17,0.92,0.66567,NO,8367,14.32,9.35,-5.07,2.64,20.38,19.71,1.08,0.33,20250306,20250424,202412,0.33,,,,,0,0,0,0,0,0,2,141,0,33.33,1,0,66.67,2,3,2.33,10.3,7.34,2.85,54.33,26.9,,,,,5.56,,,,,,,,1.1,,1,1,,1,29.76,,-2.71,-1.8,7.34,,,-4,5.31,8885.87011,1985.45996,11.16,9.06,,8.01,2.54,0.7,22.43,17.8,13.151,6.12,4.55079,6266,8997.18,4572.95507,998.77899,754.22399,699.578,537.263,781.87298,-2.70324,-2.71,3.15051,2.24,26.38299,0.34,5.97,5.97,7.40129,3.4651,1.0247
Autodesk,ADSK,55727.19,NSDQ,1,Computer and Technology,Internet - Software,YES,213,261.63,8.47,202501,9.48,10.8,1.51,3482,4816,0,1008,5151,1987,0,2621,12.31,43.12099,0.7581,0.68,0.68,0.48029,YES,2094770,321.27,199.93,-2.31,-7.34,-10.8,-11.48,8.48,2.29,20250227,20250610,202501,1.58,5.73,2.84,7.51,336.92,0,0,29.63,0,0,0,68,116,0,0,0,8,70.37,19,27,1.63,27.59,2.65,0,50.85,-5.7,0.31,2.82,2.18,5.26,1.19,2.13,10,2.14,10,2.35,0.02,8,8.31,0.02,11,11,0.01438,10,27.63,15.47,22.41,11.45,11.95,93.28,114.22,11.53,13.1,6922.29785,1605.73999,30.85,24.23,1.78,33.8,21.26,9.09,51.69,28.17,26.93899,12.52,9.78899,5066.10839,6131,578,1776,1384,1384,1112,2230.94995,22.7373,22.41,18.97491,0,,0,18.09,29.94,9.9489,,0.60172
ADT,ADT,7099.67,NYSE,12,Industrial Products,Security and Safety Services,YES,876.5,8.1,0.75,202412,0.83,0.92,1.58,1004.91998,9757.99804,196.731,393.51098,1263.78002,7511.28222,0,3800.80102,4.26,66.401,1.97623,0.8,0.64,0.32812,NO,22018404,8.23,6.16,4.38,-0.25,16.05,17.22,0.73,0.2,20250227,20250424,202412,0.18999,6.25,25,0,8.64,0,0,40,0,0,0,13,69,0,20,1,2,40,2,5,2.6,9.76,1.22,2.72,93.72,23.04,0,5.26,0,,4.55,0.2,1,0.2,1,0.2,,1,0.74,,1,1,,1,,,1.83,47.06,10.67,100,125,-1.71,0.33,5071.16992,1240.76,11.1,8.8,,3.81,1.9,1.44,16.44,5.52,0.9854,3.91,0.64143,7099.67431,4898,847.11401,2503.64794,1256.20104,815.16998,501.053,1932.44702,8.21668,1.83,1223.88061,2.1,9.0895,0.22,10.19,13.52,12.57499,4.1703,0.30706
Adyen,ADYEY,49211.35,OTC,12,Computer and Technology,Internet - Software,NO,3148.52,15.63,0.32,202412,0.37,0.45,2.5,9787.36914,9.47799,113.10299,683.61999,6748.88623,0,0,3410.1831,1.24,,,1.51,,,NO,615183,19.23,11.23,-7.35,-10.22,8.09,6.62,,,20250213,20250508,,,,,,22,0,0,11.11,0,0,0,42,116,-1.16,0,0,2,88.89,16,18,1.28,42.63,0.92,0,55,9.79,,,,0,0.74,,,,,,,,0.3,,3,3,0.06298,3,,22.55,,33.33,14.58,,,19.44,,2608.28002,592.40997,,34.48,1.89,57.18,12.61,,,,,,,16403.7832,2408.57,256.87899,1117.84899,1025.36303,1020.18597,1001.22198,1001.22198,32.47286,,,0,,0,,,,,
Ameren,AEE,26909.63,NYSE,12,Utilities,Utility - Electric Power,YES,269.91,99.7,4.63,202412,4.93,5.32,0.48,2264,411,762,621,3413,17262,0,12243,45.87,58.505,1.40994,0.66,0.44,0.25813,YES,2017936,103.67,70,-0.27,0.23,12.04,11.85,4.59,0.77,20250213,20250501,202412,0.76999,-2.6,-2.09,-2.53,102.43,0,0,37.5,0,0,0,41,183,0,6.25,1,6,56.25,9,16,2,20.21,0.06,2.85,88.21,14.31,0,-7.74,-8.36,0,0.06,0.79,5,1.07,3,0.84,0.12,3,4.63,0.11,7,7,0.00783,6,7.07,6.72,2.6,5.71,6.57,139.39,109.52,1.64,7.53,8245.70214,1985.21704,21.72,18.75,3.01,9.3,2.17,3.53,10.34,4.36,4.5598,2.86,2.8794,3844.23266,7623,3970,3557,1933,1270,1182,2861,2.60416,2.6,-2.07434,2.86,7.22819,2.84,15.51,16.08,12.163,5.3414,0.17776
Aegon,AEG,14571.65,NYSE,12,Finance,Insurance - Multi line,YES,2204.49,6.61,0.4,202412,1,1.12,1.03,22384.13085,545.479,0,17974.83984,297236.4063,4978.58007,0,10340.29003,4.21,34.38199,0.52397,0.07,,,NO,9180488,6.89,5.68,-0.15,5.76,12.22,12.22,,,20250327,20250220,,,,,,7.3,0,0,33.33,0,0,0,16,149,0,0,0,2,66.67,4,6,1.67,6.64,1.02,4.54,76.86,18.04,,,,0,1.36,0.07,1,,,,,,0.45,,2,2,0.17766,2,,30.49,,433.33,148.75,,,-5.25,,,,,5.93,0.22,,1.57,,,,,,,7285.82666,10650.04,0,-117.97001,58.44499,-423.17899,-193.732,711.01599,87.16844,,,4.64,11.699,0.3,,,,,
Advanced Energy Industries,AEIS,3591.78,NSDQ,12,Computer and Technology,Semiconductor Equipment - Wafer Fabrication,YES,37.89,94.8,3.71,202412,4.69,6.07,1.43,1389.32299,435.393,360.41101,265.315,314.22198,564.695,0,1203.17102,31.94,31.94199,0.46933,4.42,3.27,2.43011,NO,325266,131.54,89.7,-10.42,-18.58,-17.81,-18.01,3.71,1.3,20250212,20250507,202412,1.05999,7.67,6.52,19.27,127.9,0,0,36.36,0,0,0,2,64,0,0,0,4,63.64,7,11,1.82,20.21,-0.38,0.42,12.19,-10.64,-1.22,2.53,0.31,0,-0.46,1.09,5,0.97,5,1.09,0.11,3,3.49,0.04,5,5,0.06294,5,-3.35,24.79,-57.74,-23.98,26.42,74.92,167.93,-10.49,6.63,1625.82702,382.06698,25.55,15.61,0.82,20.27,2.97,2.42,8.9,5.49,13.121,4.37,9.095,718.3565,1482.04,952.69897,149.70799,77.482,52.37699,54.214,212.52,-57.73908,-57.74,-68.15361,0.33,0,0.4,3.66,9.47,5.7297,2.5703,0.62265
Agnico Eagle Mines,AEM,54001,NYSE,12,Basic Materials,Mining - Gold,YES,502.99,107.36,4.23,202412,4.49,4.05,1,2805.281,4157.67187,1510.71594,26.43199,1511.96496,1151.87695,0,20832.90039,41.48,5.23939,0.05529,1.86,0.86,0.83873,NO,2522415,107.83,56.01,1.85,12.9,30.94,37.27,4.23,1.26,20250213,20250424,202412,1.25999,16.43,16.33,7.69,106.7,0,0,7.14,0,0,0,35,38,-1.79,0,0,1,92.86,13,14,1.36,23.88,-4.31,1.49,99.09,42.43,-5.13,-2.48,-3.76,0,-1.9,1.17,6,1.02,5,1.02,0.11,4,4.12,0.13,8,8,0.14979,6,17.19,31.64,-2.36,89.69,6.26,81.11,134.47,25.03,28.05,9168.12402,2239.6499,25.38,26.51,0.75,14.83,2.59,6.52,10.45,9.8,6.445,7.18,4.84619,6750.12548,8285.75,3086.08007,4462.36914,2948.29296,2821.55493,1895.58105,3635.04394,-2.35543,-2.36,-60.22221,2.51,13.26,1.6,22.88,25.53,351.29998,2.14709,0.28112
American Electric Power,AEP,57083.7,NSDQ,12,Utilities,Utility - Electric Power,YES,533.69,106.96,5.62,202412,5.87,6.29,0.5,5788.7998,52.5,1715.09997,2631.8999,13009.2998,39307.80078,0,26986.0996,50.71,59.29299,1.45659,0.44,0.31,0.11082,YES,5089221,107.7,79.51,0.71,1.71,16.34,15.97,5.61,1.24,20250213,20250429,202412,1.24,0.81,3.93,0,105.2,0,0,63.16,0,0,0.02,46,183,-0.97,5.26,1,12,31.58,6,19,2.47,18.23,-0.03,3.48,97.37,17.78,-0.36,36.89,-1.8,3.81,-0.05,1.24,5,1.88,4,1.09,0.49,3,5.62,0.24,10,10,0.00594,10,6.5,6.26,34.37,7.05,4.41,151.61,148.03,3.8,7.14,21039.42968,5359.08007,19.07,17.02,2.91,8.93,2.11,2.9,11.27,4.53,4.48449,2.97,2.81229,5708.37011,19721.3,10389,8098.5,4705.70019,2842.8999,2967.10009,6370.70019,34.37344,34.37,16.97544,3.62,5.9485,3.72,15.08,15.14,7.64389,5.993,0.19648
Aercap,AER,19081.75,NYSE,12,Transportation,Transportation - Airline,YES,186.78,102.16,12.01,202412,11.34,12.53,1.83,1469.65502,2269.65893,0,68.07299,6194.75878,45294.51171,0,17184.83007,92,72.495,2.63572,0.24,0.24,0.22625,NO,1696801,105.78,82.5,-2.33,-0.37,6.01,6.75,12.02,3.31,20250226,20250507,202412,3.30999,24.15,0,29.3,118.89,0,0,11.11,0,0,0,7,176,0,0,0,1,88.89,8,9,1.22,9.01,-1.94,1.06,84.45,10.93,3.81,-1.89,0.71,0,-0.72,2.56,4,2.7,5,2.82,0.11,3,11.29,0.07,3,5,0.08419,5,11.66,3.94,-33.08,11.93,-5.55,81.51,82.01,5.49,15.37,7985.71093,1979.47998,8.5,8.15,2.29,3.72,1.11,2.39,13.76,3.69,3.16709,3.25,2.8317,3816.35034,7996.64,0,7052.55322,4254.10498,2263.37304,2098.63208,5135.44824,-33.08128,-33.08,0.31648,0.14,,1.08,26.24,29.22,136.36399,,0.11127
AES,AES,8834.69,NYSE,12,Utilities,Utility - Electric Power,YES,711.9,12.41,2.14,202412,2.11,2.22,0.94,6831,2292,593,1646,8571,25431,0,7704,10.84,76.75,3.30101,0.8,0.73,0.53576,YES,17756036,21.77,9.93,-5.7,19.56,-4.9,-3.57,2.13,0.54,20250228,20250501,202412,0.54,34.74,18.33,58.82,15.09,0,0,16.67,0,0,-0.03,25,183,-3.18,8.33,1,2,75,9,12,1.67,5.89,4.55,5.67,20.95,-0.22,0,13.18,10.53,-48.13,5.25,0.34,5,0.49,3,0.52,0.04,2,1.93,0.04,6,6,0.05872,6,10.38,3.32,524.16,21.59,-1.56,90.12,97.33,-3.08,6.98,12652.49902,3282.07006,5.83,5.6,1.77,3.07,1.15,0.72,21.41,4.74,5.57259,3.19,3.7792,1472.4486,12278,9964,2158,894,894,1679,2878,574.29718,524.16,289.81481,3.21,4.6104,0.7,13.68,12.49,7.39079,15.69799,0.25543
Arc Resources,AETUF,11809.04,OTC,12,Oils-Energy,Oil and Gas - Exploration and Production - Canadian,NO,589.86,20.02,1.37,202412,2.55,2.31,1,730.45697,181.136,9.05,504.29199,642.73498,1012.52502,0,5800.59619,9.82,14.861,0.17455,1.14,1.12,0.33779,NO,72280,20.25,16.16,2.3,8.86,7.17,10.52,1.37,0.45,20250206,20250508,202412,0.44999,,48.15,7.14,23.82,0,0,0,0,0,0,17,25,0,0,0,0,100,14,14,1.21,7.87,14.38,2.64,94.42,14.23,0,,,0,13.79,0.42,2,,,,,,1.28,,2,2,0.01944,1,88.59,9.64,-30.71,-29.02,85.77,,,-28.93,46.53,3550.3999,852.59997,14.61,8.67,0.82,6.52,2.04,3.52,14.48,12.34,14.126,8.76,9.49759,5904.51855,2977.01,1657.15698,2152.54492,1159.50598,1061.859,820.36798,1813.48999,-30.63525,-30.71,-31.68455,3.41,32.845,0.53,24.4,24.4,8.4686,205.78799,0.35918
American Financial Group,AFG,10921.02,NYSE,12,Finance,Insurance - Property and Casualty,YES,83.98,130.04,10.75,202412,10.5,11.52,0.79,8277,305,0,6795,18954,1475,0,4466,53.21,24.82699,0.33027,0.44,0.44,0.07818,NO,733345,149.08,119.65,3.87,3.87,-3.97,-5.03,10.75,3.12,20250204,20250507,202412,3.11999,-2.41,-7.97,-2.5,140.2,0,0,85.71,0,0,0,33,179,0,0,0,6,14.29,1,7,2.71,12.39,0,2.46,35.3,-3.6,1.49,0.12,0,,-0.19,3.2,4,2.17,4,2.45,0.06,4,10.82,0.04,4,4,0,4,6.08,,4.11,1.8,-2.33,69.55,78.62,6.35,1.61,8297.28027,1931.34802,12.1,11.29,,11.1,2.44,1.31,20.27,15.23,13.142,2.93,2.4958,2730.25463,8324,6467,1281,1200,1124,887,983,4.10798,4.11,3.4682,2.06,12.303,3.2,10.66,11.22,1.1138,,0.26995
Aflac,AFL,59930.49,NYSE,12,Finance,Insurance - Accident and Health,YES,545.82,109.8,7.21,202412,6.87,7.22,0.93,7718,0,0,1489,77508,7498,0,26098,46.98,22.318,0.2873,0.1,0.1,0.08036,YES,2047505,115.26,79.64,1.01,2.21,7.27,6.15,7.21,1.56,20250205,20250507,202412,1.55999,10.88,27.06,-3.7,104.13,0,0,64.71,0,0,0,5,208,-0.1,17.65,3,11,17.65,3,17,3.06,15.98,-0.16,2.11,84.67,10.64,0.02,-0.04,0,6.87,-0.15,1.62,8,1.68,8,1.72,0.05,6,7.25,0.02,9,9,0.04573,9,7.86,4.9,16.83,15.73,-4.72,108.01,101.51,1.21,-4.84,17518.96679,4375.67187,15.23,15.2,3.26,12.39,2.34,3.17,16.2,12.4,10.859,3.32,2.6173,6658.94335,18927,8448,7465,6614,6417,5443,4923,16.82764,16.83,-16.76137,2.46,14.432,2.32,28.76,22.83,11.94799,,0.15421
Affirm,AFRM,14694.19,NSDQ,6,Computer and Technology,Internet - Software,YES,318.06,46.2,-1.67,202406,-0.1,0.61,3.63,2780.09106,546.94097,0,353.02801,212.77499,6574.85498,0,2731.98901,8.82,72.82299,2.67954,11.26,13.07,11.40671,NO,8937442,80.98,24.12,-3.65,-25.13,-26.09,-24.14,-0.65,0.23,20250206,20250514,202412,0.23,84.09,13.89,215,74.28,0,0,33.33,0,0,-0.07,67,116,9.52,0,0,7,66.67,14,21,1.67,,45.53,0,38.83,-19.63,14.02,14.29,-6.03,0,-1.81,-0.2,6,-0.07,7,0.09,-1.22,6,-1.98,0.94,5,7,-1.72633,7,,36.19,73.49,50,94.18,-32.3,17.28,46.29,41.51,3177.33105,781.65502,,76.09,,,5.24,5.25,-7.25,-2.07,-13.31701,-2.02,-9.45741,2099.16967,2323,1189.359,-459.375,-515.52698,-515.52698,-517.75702,-461.60502,47.45423,73.49,50.74332,0,,0,-7.1,-7.1,9.66889,,0.2847
First Majestic Silver,AG,3273.56,NYSE,12,Basic Materials,Mining - Silver,YES,484.25,6.76,-0.14,202412,0.24,0.19,1.16,368.82101,0,62.52399,46.16699,144.307,219.977,0,1351.07104,4.33,14.00199,0.16281,2.56,2.12,1.80261,NO,21043436,8.07,4.62,-4.25,26.35,13.61,23.13,-0.13,0.03,20250220,20250514,202412,0.02999,-180.83,-133.33,-40,7.47,0,0,66.67,0,0,0,14,46,0,0,0,4,33.33,2,6,2.5,28.17,-11.11,0.34,62.03,31.16,0,0,0,,-51.28,0.05,2,0.13,1,0.11,,1,-0.18,,4,3,0.81116,2,,,24.59,-75,271.43,433.33,-216.67,-2.3,11.27,835.09997,,,35.58,,25.2,1.56,5.84,-3.07,-2.63,-0.45668,-2.11,-0.35404,1091.18566,560.6,344.703,127.09799,1.60599,-26.45401,-101.88501,83.734,24.59218,24.59,51.79141,0.21,-7.903,0.02,-18.17,-7.45,10.819,5.1647,0.28385
